time,ax,ay,az
2020-08-12 20:10:11.7680,0.01,-0.01,-0.01
2020-08-12 20:10:11.8670,0.01,-0.0,0.0
2020-08-12 20:10:11.9670,0.05,0.02,0.0
2020-08-12 20:10:12.0660,0.04,-0.0,-0.01
2020-08-12 20:10:12.1650,-0.07,0.0,0.03
2020-08-12 20:10:12.2640,0.06,-0.01,0.0
2020-08-12 20:10:12.3630,0.08,0.02,-0.03
2020-08-12 20:10:12.4630,0.06,-0.04,0.04
2020-08-12 20:10:12.5620,-0.02,0.02,0.02
2020-08-12 20:10:12.6610,-0.03,0.03,0.0
2020-08-12 20:10:12.7610,0.04,-0.02,0.01
2020-08-12 20:10:12.8600,-0.01,0.02,0.02
2020-08-12 20:10:12.9590,0.0,-0.01,0.0
2020-08-12 20:10:13.0580,0.02,0.0,-0.01
2020-08-12 20:10:13.1580,-0.05,0.03,0.01
2020-08-12 20:10:13.2570,0.01,-0.01,-0.02
2020-08-12 20:10:13.3560,0.03,0.02,-0.06
2020-08-12 20:10:13.4550,0.06,0.09,-0.05
2020-08-12 20:10:13.5550,0.08,-0.08,0.02
2020-08-12 20:10:13.6540,-0.02,0.0,-0.11
2020-08-12 20:10:13.7530,0.1,0.1,0.07
2020-08-12 20:10:13.8520,-0.0,0.03,-0.01
2020-08-12 20:10:13.9520,0.01,0.04,-0.04
2020-08-12 20:10:14.0510,0.04,0.04,-0.19
2020-08-12 20:10:14.1500,-0.07,-0.11,0.11
2020-08-12 20:10:14.2490,-0.09,0.03,-0.0
2020-08-12 20:10:14.3490,0.01,0.01,-0.01
2020-08-12 20:10:14.4480,-0.0,0.02,0.03
2020-08-12 20:10:14.5470,0.01,0.02,-0.05
2020-08-12 20:10:14.6460,-0.02,-0.07,0.02
2020-08-12 20:10:14.7460,-0.05,-0.1,0.0
2020-08-12 20:10:14.8450,-0.21,-0.39,0.09
2020-08-12 20:10:14.9440,-0.18,-0.06,0.17
2020-08-12 20:10:15.0440,-0.3,-0.09,0.16
2020-08-12 20:10:15.1430,-0.45,0.23,0.06
2020-08-12 20:10:15.2420,-0.18,0.01,-0.08
2020-08-12 20:10:15.3410,0.1,-0.16,-0.15
2020-08-12 20:10:15.4400,0.34,-0.2,-0.07
2020-08-12 20:10:15.5400,0.64,0.0,0.02
2020-08-12 20:10:15.6390,0.53,0.16,0.2
2020-08-12 20:10:15.7380,0.21,-0.5,0.16
2020-08-12 20:10:15.8380,0.32,-0.09,0.02
2020-08-12 20:10:15.9370,0.12,-0.03,0.08
2020-08-12 20:10:16.0360,0.0,-0.01,-0.0
2020-08-12 20:10:16.1350,-0.02,0.0,0.06
2020-08-12 20:10:16.2340,0.07,-0.05,-0.09
2020-08-12 20:10:16.3340,-0.06,0.03,0.05
2020-08-12 20:10:16.4330,-0.1,0.05,0.0
2020-08-12 20:10:16.5320,-0.05,0.0,0.02
2020-08-12 20:10:16.6320,-0.05,-0.06,-0.0
2020-08-12 20:10:16.7300,-0.24,-0.53,0.04
2020-08-12 20:10:16.8300,-0.52,-0.05,0.09
2020-08-12 20:10:16.9290,-0.27,-0.06,0.07
2020-08-12 20:10:17.0280,-0.63,0.09,0.2
2020-08-12 20:10:17.1280,-0.13,-0.08,-0.04
2020-08-12 20:10:17.2270,-0.01,-0.12,-0.05
2020-08-12 20:10:17.3260,0.26,-0.14,-0.01
2020-08-12 20:10:17.4250,0.3,-0.03,0.04
2020-08-12 20:10:17.5250,0.42,0.03,0.03
2020-08-12 20:10:17.6240,0.52,0.08,0.0
2020-08-12 20:10:17.7230,-1.1,-0.15,-0.09
2020-08-12 20:10:17.8230,-0.05,-0.07,0.29
2020-08-12 20:10:17.9220,-0.13,0.07,0.07
2020-08-12 20:10:18.0210,-0.03,-0.01,0.02
2020-08-12 20:10:18.1200,-0.04,0.05,0.08
2020-08-12 20:10:18.2190,0.03,0.02,-0.03
2020-08-12 20:10:18.3190,-0.04,0.01,-0.01
2020-08-12 20:10:18.4180,-0.01,-0.0,0.01
2020-08-12 20:10:18.5170,-0.03,-0.0,-0.02
2020-08-12 20:10:18.6170,-0.03,0.05,0.02
2020-08-12 20:10:18.7160,-0.1,-0.05,0.05
2020-08-12 20:10:18.8150,-0.33,-0.51,-0.13
2020-08-12 20:10:18.9140,-0.03,-0.02,-0.04
2020-08-12 20:10:19.0130,-0.69,0.11,0.15
2020-08-12 20:10:19.1130,-0.23,-0.06,0.0
2020-08-12 20:10:19.2120,-0.02,-0.18,-0.01
2020-08-12 20:10:19.3110,0.04,-0.15,0.0
2020-08-12 20:10:19.4110,0.31,-0.1,-0.0
2020-08-12 20:10:19.5100,0.54,0.06,0.07
2020-08-12 20:10:19.6090,0.63,0.06,0.04
2020-08-12 20:10:19.7080,0.79,-0.36,-0.43
2020-08-12 20:10:19.8080,0.23,0.03,0.04
2020-08-12 20:10:19.9070,0.05,-0.03,0.05
2020-08-12 20:10:20.0060,-0.11,0.04,0.03
2020-08-12 20:10:20.1050,-0.01,0.01,-0.03
2020-08-12 20:10:20.2040,0.0,0.01,0.02
2020-08-12 20:10:20.3040,-0.0,-0.01,0.06
2020-08-12 20:10:20.4030,0.04,0.03,-0.08
2020-08-12 20:10:20.5030,0.16,-0.07,-0.05
2020-08-12 20:10:20.6020,0.03,-0.39,-0.03
