time,ax,ay,az
2020-08-10 15:52:45.9150,-0.12,0.0,0.02
2020-08-10 15:52:46.0130,0.0,0.01,-0.02
2020-08-10 15:52:46.1130,0.01,0.01,0.0
2020-08-10 15:52:46.2110,-0.01,-0.0,0.0
2020-08-10 15:52:46.3100,0.02,0.02,-0.01
2020-08-10 15:52:46.4100,-0.01,-0.02,0.03
2020-08-10 15:52:46.5090,0.02,0.01,-0.02
2020-08-10 15:52:46.6100,-0.01,0.01,0.0
2020-08-10 15:52:46.7070,-0.03,0.03,-0.01
2020-08-10 15:52:46.8080,0.01,0.0,-0.04
2020-08-10 15:52:46.9060,0.01,0.0,-0.07
2020-08-10 15:52:47.0060,-0.01,0.02,0.04
2020-08-10 15:52:47.1040,-0.01,0.0,0.02
2020-08-10 15:52:47.2050,-0.03,-0.03,-0.02
2020-08-10 15:52:47.3030,-0.01,0.01,0.02
2020-08-10 15:52:47.4040,-0.03,-0.04,0.02
2020-08-10 15:52:47.5010,0.08,0.0,-0.04
2020-08-10 15:52:47.6010,0.04,0.01,-0.03
2020-08-10 15:52:47.7000,0.0,0.04,0.05
2020-08-10 15:52:47.7990,0.02,0.0,-0.05
2020-08-10 15:52:47.8980,0.01,-0.0,-0.01
2020-08-10 15:52:47.9980,-0.01,-0.01,-0.03
2020-08-10 15:52:48.0970,0.01,0.03,0.01
2020-08-10 15:52:48.1970,-0.01,-0.0,-0.0
2020-08-10 15:52:48.2950,-0.02,0.0,-0.0
2020-08-10 15:52:48.3970,0.0,-0.01,-0.01
2020-08-10 15:52:48.4940,0.0,0.0,-0.01
2020-08-10 15:52:48.5950,0.02,0.0,-0.01
2020-08-10 15:52:48.6930,-0.01,0.01,0.0
2020-08-10 15:52:48.7920,-0.02,0.0,-0.01
2020-08-10 15:52:48.8910,0.0,0.0,-0.01
2020-08-10 15:52:48.9920,-0.0,0.01,-0.01
2020-08-10 15:52:49.0890,0.01,0.02,0.02
2020-08-10 15:52:49.1890,0.0,0.0,-0.01
2020-08-10 15:52:49.2880,0.01,-0.03,-0.02
2020-08-10 15:52:49.3880,-0.03,0.04,0.02
2020-08-10 15:52:49.4860,-0.03,0.01,-0.01
2020-08-10 15:52:49.5860,0.04,0.01,-0.04
2020-08-10 15:52:49.6850,0.1,-0.0,-0.04
2020-08-10 15:52:49.7860,0.01,0.02,-0.02
2020-08-10 15:52:49.8840,0.04,-0.0,-0.01
2020-08-10 15:52:49.9830,-0.02,0.01,-0.0
2020-08-10 15:52:50.0820,-0.04,-0.0,0.0
2020-08-10 15:52:50.1820,-0.03,0.0,-0.03
2020-08-10 15:52:50.2810,-0.01,-0.01,0.01
2020-08-10 15:52:50.3800,0.01,0.01,-0.01
2020-08-10 15:52:50.4790,-0.03,-0.02,-0.01
2020-08-10 15:52:50.5790,-0.03,0.02,0.0
2020-08-10 15:52:50.6780,-0.04,0.01,0.0
2020-08-10 15:52:50.7770,-0.0,0.01,0.01
2020-08-10 15:52:50.8760,0.04,0.0,-0.03
2020-08-10 15:52:50.9760,-0.07,-0.01,0.05
2020-08-10 15:52:51.0750,-0.01,-0.01,0.01
2020-08-10 15:52:51.1740,-0.02,0.03,0.04
2020-08-10 15:52:51.2740,-0.19,-0.02,0.02
2020-08-10 15:52:51.3730,-0.03,-0.39,0.0
2020-08-10 15:52:51.4720,0.1,-0.15,0.18
2020-08-10 15:52:51.5710,-0.77,0.11,-0.24
2020-08-10 15:52:51.6700,-0.13,-0.26,-0.17
