time,ax,ay,az
2020-08-12 19:56:12.4270,-0.0,0.01,0.01
2020-08-12 19:56:12.5260,-0.02,0.01,0.01
2020-08-12 19:56:12.6260,0.0,0.0,0.01
2020-08-12 19:56:12.7250,-0.02,-0.01,-0.01
2020-08-12 19:56:12.8240,-0.02,0.01,-0.0
2020-08-12 19:56:12.9240,0.06,0.01,-0.04
2020-08-12 19:56:13.0220,0.02,0.01,0.0
2020-08-12 19:56:13.1210,0.02,0.02,0.0
2020-08-12 19:56:13.2210,-0.04,0.03,-0.01
2020-08-12 19:56:13.3200,0.01,-0.0,0.03
2020-08-12 19:56:13.4200,0.04,-0.01,-0.02
2020-08-12 19:56:13.5190,-0.05,0.02,0.01
2020-08-12 19:56:13.6190,-0.02,-0.04,0.04
2020-08-12 19:56:13.7170,-0.01,-0.02,0.02
2020-08-12 19:56:13.8160,-0.02,-0.03,0.03
2020-08-12 19:56:13.9160,-0.05,-0.06,0.03
2020-08-12 19:56:14.0150,-0.25,-0.11,0.04
2020-08-12 19:56:14.1150,-0.2,-0.16,0.48
2020-08-12 19:56:14.2130,-0.87,0.24,0.04
2020-08-12 19:56:14.3130,-0.33,-0.1,-0.2
2020-08-12 19:56:14.4110,-0.01,-0.25,-0.05
2020-08-12 19:56:14.5110,0.52,0.06,0.1
2020-08-12 19:56:14.6100,0.61,0.11,0.07
2020-08-12 19:56:14.7090,0.47,-0.21,-0.15
2020-08-12 19:56:14.8090,0.94,-0.31,-0.1
2020-08-12 19:56:14.9080,-0.16,0.09,-0.13
2020-08-12 19:56:15.0070,-0.04,-0.04,0.08
2020-08-12 19:56:15.1070,0.07,-0.03,-0.06
2020-08-12 19:56:15.2050,0.03,0.0,0.08
2020-08-12 19:56:15.3050,-0.04,0.01,0.02
2020-08-12 19:56:15.4040,-0.04,0.02,0.03
2020-08-12 19:56:15.5030,0.06,-0.0,-0.02
2020-08-12 19:56:15.6030,0.01,-0.0,-0.01
2020-08-12 19:56:15.7020,0.01,-0.02,-0.02
2020-08-12 19:56:15.8010,0.01,-0.0,0.01
2020-08-12 19:56:15.9010,-0.43,-0.1,0.11
2020-08-12 19:56:15.9990,-0.32,-0.42,0.3
2020-08-12 19:56:16.0990,-0.86,0.43,-0.07
2020-08-12 19:56:16.1990,-0.27,-0.22,-0.06
2020-08-12 19:56:16.2980,0.29,-0.32,0.01
2020-08-12 19:56:16.3970,0.55,-0.09,0.13
2020-08-12 19:56:16.4960,0.64,0.11,0.13
2020-08-12 19:56:16.5950,0.07,-0.28,-0.24
2020-08-12 19:56:16.6950,1.09,-0.42,-0.37
2020-08-12 19:56:16.7940,-0.06,0.09,-0.05
2020-08-12 19:56:16.8930,0.07,0.0,0.02
2020-08-12 19:56:16.9920,0.08,-0.09,-0.06
2020-08-12 19:56:17.0920,-0.0,-0.02,0.01
2020-08-12 19:56:17.1900,0.01,0.01,0.06
2020-08-12 19:56:17.2900,-0.04,0.03,0.05
2020-08-12 19:56:17.3900,-0.06,0.03,-0.0
2020-08-12 19:56:17.4890,-0.04,0.02,0.01
2020-08-12 19:56:17.5880,-0.02,0.02,0.0
2020-08-12 19:56:17.6870,0.02,0.02,-0.02
2020-08-12 19:56:17.7870,-0.04,-0.02,-0.04
2020-08-12 19:56:17.8860,-0.5,-0.53,0.22
2020-08-12 19:56:17.9850,-0.66,-0.25,0.52
2020-08-12 19:56:18.0840,-0.96,0.21,-0.21
2020-08-12 19:56:18.1830,-0.13,-0.45,-0.15
2020-08-12 19:56:18.2830,0.64,-0.37,0.13
2020-08-12 19:56:18.3820,0.99,0.02,0.18
2020-08-12 19:56:18.4810,-0.15,-0.58,-0.3
2020-08-12 19:56:18.5800,1.26,-0.56,-0.16
2020-08-12 19:56:18.6800,0.06,0.1,-0.19
2020-08-12 19:56:18.7790,-0.01,0.03,0.07
2020-08-12 19:56:18.8780,0.04,-0.02,-0.05
2020-08-12 19:56:18.9780,0.05,0.01,-0.03
2020-08-12 19:56:19.0770,0.01,-0.0,0.03
2020-08-12 19:56:19.1750,0.02,0.0,0.03
2020-08-12 19:56:19.2750,-0.01,0.04,0.04
2020-08-12 19:56:19.3740,-0.01,0.01,-0.01
2020-08-12 19:56:19.4740,-0.04,-0.0,0.02
2020-08-12 19:56:19.5730,-0.02,0.01,0.02
2020-08-12 19:56:19.6710,-0.01,0.02,-0.0
2020-08-12 19:56:19.7720,-0.26,-0.13,0.12
2020-08-12 19:56:19.8710,-0.61,-0.64,0.06
2020-08-12 19:56:19.9700,-1.03,0.3,-0.08
2020-08-12 19:56:20.0690,-0.52,-0.09,-0.05
2020-08-12 19:56:20.1680,0.23,-0.37,0.02
2020-08-12 19:56:20.2670,0.79,0.04,0.24
2020-08-12 19:56:20.3670,0.93,0.12,0.24
2020-08-12 19:56:20.4660,-0.62,-1.16,0.32
2020-08-12 19:56:20.5650,0.0,-0.07,0.34
2020-08-12 19:56:20.6650,0.01,0.02,0.01
2020-08-12 19:56:20.7640,-0.01,-0.02,0.01
2020-08-12 19:56:20.8630,0.01,0.02,-0.02
2020-08-12 19:56:20.9620,0.04,0.01,0.03
2020-08-12 19:56:21.0620,-0.06,0.01,-0.0
2020-08-12 19:56:21.1610,0.0,0.01,-0.02
2020-08-12 19:56:21.2590,-0.02,0.0,0.0
2020-08-12 19:56:21.3590,-0.03,0.01,0.03
2020-08-12 19:56:21.4590,-0.01,0.01,0.03
2020-08-12 19:56:21.5580,0.02,0.01,0.0
2020-08-12 19:56:21.6570,0.07,-0.05,-0.02
2020-08-12 19:56:21.7570,-0.5,-0.44,0.1
2020-08-12 19:56:21.8560,-0.46,-0.17,0.54
2020-08-12 19:56:21.9550,-0.81,0.33,-0.09
2020-08-12 19:56:22.0540,-0.18,-0.32,-0.14
2020-08-12 19:56:22.1540,0.44,-0.31,0.05
2020-08-12 19:56:22.2530,0.69,0.01,0.17
2020-08-12 19:56:22.3520,0.85,-0.01,0.23
2020-08-12 19:56:22.4510,0.59,-0.2,-0.21
2020-08-12 19:56:22.5500,-0.12,0.11,0.1
2020-08-12 19:56:22.6500,-0.03,-0.02,0.05
2020-08-12 19:56:22.7490,0.0,0.01,0.0
2020-08-12 19:56:22.8480,-0.02,0.03,0.04
2020-08-12 19:56:22.9470,0.04,-0.03,-0.04
2020-08-12 19:56:23.0470,-0.01,-0.0,0.02
2020-08-12 19:56:23.1460,0.02,-0.0,0.01
2020-08-12 19:56:23.2450,-0.02,0.01,0.02
2020-08-12 19:56:23.3450,-0.0,0.01,0.01
2020-08-12 19:56:23.4440,0.01,0.02,0.02
2020-08-12 19:56:23.5430,0.03,0.01,-0.03
2020-08-12 19:56:23.6420,-0.07,-0.09,0.02
2020-08-12 19:56:23.7410,-0.39,-0.51,-0.01
2020-08-12 19:56:23.8410,-0.17,-0.21,0.32
2020-08-12 19:56:23.9400,-0.73,0.12,-0.07
2020-08-12 19:56:24.0390,0.1,-0.49,-0.08
2020-08-12 19:56:24.1390,0.68,-0.28,0.11
2020-08-12 19:56:24.2380,1.05,0.05,0.05
2020-08-12 19:56:24.3370,-0.95,-0.22,-0.45
2020-08-12 19:56:24.4360,0.76,0.06,0.09
2020-08-12 19:56:24.5350,0.11,-0.04,-0.13
2020-08-12 19:56:24.6350,0.09,-0.02,0.04
2020-08-12 19:56:24.7340,-0.05,0.03,-0.01
2020-08-12 19:56:24.8330,-0.01,0.0,0.04
2020-08-12 19:56:24.9330,0.02,0.04,0.08
